                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.88671,                0.61246,                 0.9663,                0.63121,                   0.59,                0.66696,                0.37505,                 1.5151,                 1.4594,                 1.4496,               0.000421,               0.000421,               0.000421
                    153,                0.88428,                0.55513,                0.96454,                0.61722,                0.63842,                0.68794,                0.38191,                 1.5178,                 1.3745,                 1.4701,             0.00041275,             0.00041275,             0.00041275
                    154,                0.86434,                0.54996,                0.97893,                0.61692,                 0.6725,                0.69896,                0.38221,                 1.5335,                 1.3221,                 1.4913,              0.0004045,              0.0004045,              0.0004045
                    155,                0.88942,                0.59184,                0.94406,                0.62051,                0.64206,                0.70687,                0.37783,                 1.5363,                 1.3197,                 1.4844,             0.00039625,             0.00039625,             0.00039625
                    156,                0.86233,                0.56982,                0.96251,                0.58639,                0.77663,                0.72261,                0.40087,                 1.5302,                 1.2751,                 1.4866,             0.00038799,             0.00038799,             0.00038799
                    157,                 0.8779,                0.61521,                 1.0054,                0.66662,                0.70092,                0.72623,                0.39823,                 1.5516,                 1.2947,                 1.5129,             0.00037974,             0.00037974,             0.00037974
                    158,                0.90844,                0.58884,                0.97105,                0.62373,                0.70625,                0.73358,                0.40381,                 1.5789,                 1.3193,                 1.5544,             0.00037149,             0.00037149,             0.00037149
                    159,                 0.8409,                0.55765,                0.97344,                0.56195,                 0.8375,                0.72154,                0.38243,                 1.6082,                 1.2965,                 1.5904,             0.00036324,             0.00036324,             0.00036324
                    160,                0.89301,                0.55699,                 1.0031,                0.59714,                 0.8175,                0.72127,                0.37392,                 1.6146,                 1.2942,                 1.6168,             0.00035499,             0.00035499,             0.00035499
                    161,                0.85991,                0.55763,                0.96605,                0.59521,                0.83329,                0.73114,                0.38742,                 1.6177,                 1.2747,                 1.6204,             0.00034674,             0.00034674,             0.00034674
                    162,                 0.8589,                0.54777,                0.96713,                0.56496,                 0.8575,                  0.725,                0.39215,                 1.6287,                 1.2612,                  1.619,             0.00033848,             0.00033848,             0.00033848
                    163,                0.88942,                0.62118,                0.95913,                0.56017,                0.82172,                0.71179,                0.38061,                 1.6295,                 1.2709,                 1.6075,             0.00033023,             0.00033023,             0.00033023
                    164,                0.87443,                 0.5567,                 0.9517,                0.61856,                0.66125,                0.69741,                0.37582,                 1.6144,                 1.3006,                 1.6024,             0.00032198,             0.00032198,             0.00032198
                    165,                0.87666,                0.57618,                0.94795,                 0.6281,                0.68789,                0.70943,                0.39265,                  1.607,                 1.3407,                 1.6021,             0.00031373,             0.00031373,             0.00031373
                    166,                0.82526,                0.52563,                0.96644,                0.58217,                0.72375,                0.68868,                0.37794,                 1.5992,                 1.3821,                 1.5917,             0.00030548,             0.00030548,             0.00030548
                    167,                0.82832,                0.51621,                0.97319,                0.55521,                  0.755,                0.68824,                0.38095,                 1.5882,                 1.4071,                 1.5827,             0.00029723,             0.00029723,             0.00029723
                    168,                0.81314,                0.50919,                 0.9509,                0.55245,                0.80233,                0.68342,                0.38064,                 1.5557,                 1.4393,                  1.553,             0.00028897,             0.00028897,             0.00028897
                    169,                0.86034,                 0.5375,                0.97175,                0.55248,                0.78625,                0.69869,                0.39707,                 1.5393,                 1.4181,                 1.5418,             0.00028072,             0.00028072,             0.00028072
                    170,                0.81996,                0.51981,                0.94556,                 0.5882,                0.78625,                0.70613,                0.40087,                 1.5278,                 1.3725,                 1.5384,             0.00027247,             0.00027247,             0.00027247
                    171,                0.86345,                0.51515,                 0.9667,                0.61625,                  0.755,                0.71663,                0.40757,                 1.5257,                 1.2959,                 1.5437,             0.00026422,             0.00026422,             0.00026422
                    172,                0.85848,                0.54443,                 0.9545,                0.64814,                0.71806,                0.72883,                0.40338,                 1.5345,                 1.2618,                 1.5581,             0.00025597,             0.00025597,             0.00025597
                    173,                0.84049,                0.54878,                0.96556,                0.61526,                  0.755,                0.73318,                0.40021,                 1.5604,                 1.2802,                 1.5749,             0.00024772,             0.00024772,             0.00024772
                    174,                0.82157,                0.52463,                0.91443,                0.63636,                0.72226,                0.73509,                0.40707,                 1.5791,                  1.326,                 1.5902,             0.00023946,             0.00023946,             0.00023946
                    175,                0.79557,                 0.4884,                0.92142,                0.64597,                  0.735,                0.71821,                0.39976,                 1.5783,                  1.364,                 1.5988,             0.00023121,             0.00023121,             0.00023121
                    176,                0.82378,                0.53597,                0.93056,                 0.6507,                0.66636,                0.71539,                0.41019,                 1.5722,                 1.4608,                 1.5869,             0.00022296,             0.00022296,             0.00022296
                    177,                0.79609,                0.52133,                0.94171,                0.60751,                0.70375,                 0.7175,                0.40395,                 1.5577,                 1.4425,                 1.5933,             0.00021471,             0.00021471,             0.00021471
                    178,                0.82256,                0.55198,                0.93602,                0.61242,                0.70375,                0.71353,                0.39262,                 1.5434,                 1.4183,                 1.5829,             0.00020646,             0.00020646,             0.00020646
                    179,                0.79085,                0.51517,                0.93984,                0.70598,                 0.6525,                0.70651,                0.38413,                  1.533,                 1.3639,                 1.5723,             0.00019821,             0.00019821,             0.00019821
                    180,                0.79274,                0.49145,                0.94897,                0.64645,                0.70008,                 0.6985,                0.37235,                 1.5405,                 1.3321,                 1.5736,             0.00018995,             0.00018995,             0.00018995
                    181,                0.78478,                  0.495,                 0.9312,                0.66864,                0.70056,                0.69999,                0.37405,                 1.5591,                 1.3198,                 1.5949,              0.0001817,              0.0001817,              0.0001817
                    182,                0.78194,                0.49859,                 0.9545,                0.62664,                0.68312,                0.70242,                0.38051,                 1.5676,                 1.3232,                 1.6059,             0.00017345,             0.00017345,             0.00017345
                    183,                0.75783,                0.48763,                0.94693,                0.57487,                0.76169,                 0.7184,                0.39956,                 1.5727,                 1.3346,                 1.6211,              0.0001652,              0.0001652,              0.0001652
                    184,                0.77499,                0.49413,                0.92803,                 0.6212,                0.72502,                0.72328,                0.39251,                 1.5816,                 1.3701,                 1.6338,             0.00015695,             0.00015695,             0.00015695
                    185,                0.75454,                0.49168,                0.92871,                0.61699,                0.72563,                0.71723,                0.39426,                  1.586,                 1.4012,                 1.6308,              0.0001487,              0.0001487,              0.0001487
                    186,                0.75995,                0.53726,                0.95429,                0.61702,                  0.715,                0.71198,                0.39234,                 1.5987,                  1.443,                 1.6291,             0.00014044,             0.00014044,             0.00014044
                    187,                0.78205,                0.51002,                0.92161,                0.54979,                 0.8375,                0.71678,                0.38895,                 1.6061,                 1.4611,                 1.6238,             0.00013219,             0.00013219,             0.00013219
                    188,                0.74155,                0.47758,                0.92143,                0.56843,                0.78625,                 0.7187,                0.39618,                 1.5994,                 1.4355,                 1.6103,             0.00012394,             0.00012394,             0.00012394
                    189,                0.74362,                0.50155,                0.90755,                0.56918,                0.78625,                0.72371,                0.39928,                 1.5876,                 1.3989,                 1.5986,             0.00011569,             0.00011569,             0.00011569
                    190,                0.76373,                0.46874,                0.91376,                0.66543,                0.69247,                0.73119,                0.40243,                 1.5745,                 1.3641,                 1.5878,             0.00010744,             0.00010744,             0.00010744
                    191,                0.80118,                0.49254,                0.97705,                0.70064,                0.64375,                0.73442,                0.40554,                  1.562,                 1.3317,                 1.5787,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                 0.7787,                0.48512,                0.96386,                0.66305,                0.67311,                  0.741,                0.41653,                  1.556,                 1.2891,                 1.5782,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.80496,                0.50076,                0.96811,                 0.6378,                  0.695,                0.73549,                0.40507,                 1.5578,                 1.2805,                 1.5796,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.76578,                0.45571,                0.96324,                 0.6391,                  0.715,                0.74116,                0.40737,                   1.56,                 1.2784,                 1.5832,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.75128,                0.50102,                0.93213,                0.63337,                  0.715,                0.74285,                0.40536,                 1.5595,                 1.2802,                 1.5808,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.77712,                0.49299,                0.95096,                0.62279,                  0.715,                0.74422,                0.40588,                 1.5623,                 1.2822,                 1.5881,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.73907,                 0.4738,                0.93718,                0.61832,                  0.735,                0.73916,                0.40214,                 1.5702,                 1.2955,                 1.5965,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                 0.7104,                0.42977,                0.92483,                0.62419,                0.72614,                0.74531,                0.40434,                 1.5716,                 1.2978,                 1.5994,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.69349,                0.43255,                0.92728,                 0.6149,                0.72424,                0.74373,                 0.4044,                 1.5765,                 1.2984,                  1.606,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.71612,                0.41827,                0.94238,                0.61127,                0.72252,                0.74025,                0.41113,                 1.5832,                 1.3126,                 1.6142,             2.4922e-05,             2.4922e-05,             2.4922e-05
