                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.84239,                0.64114,                0.96604,                0.56886,                0.72375,                0.68556,                0.34847,                 1.6323,                 1.2755,                   1.63,              0.0011818,              0.0011818,              0.0011818
                    149,                0.80953,                0.55471,                0.94099,                 0.6256,                 0.6925,                0.67798,                0.34207,                 1.6525,                 1.3054,                 1.6165,              0.0011785,              0.0011785,              0.0011785
                    150,                0.79192,                0.50687,                0.95612,                0.60717,                   0.65,                0.66023,                0.33658,                 1.6682,                  1.472,                 1.6018,              0.0011752,              0.0011752,              0.0011752
                    151,                0.79966,                0.53576,                0.95379,                 0.5918,                0.63083,                 0.6305,                0.32591,                 1.6468,                 1.6052,                 1.5971,              0.0011719,              0.0011719,              0.0011719
                    152,                0.76182,                0.55375,                0.91414,                0.62341,                0.69823,                0.65889,                0.34886,                 1.6101,                 1.5965,                 1.6091,              0.0011686,              0.0011686,              0.0011686
                    153,                0.78749,                  0.535,                0.92873,                0.58582,                0.71272,                0.66339,                0.35621,                 1.6467,                  1.415,                  1.633,              0.0011653,              0.0011653,              0.0011653
                    154,                 0.7718,                0.51223,                0.94168,                0.62137,                0.62385,                0.65388,                 0.3361,                 1.7025,                 1.4004,                 1.6764,               0.001162,               0.001162,               0.001162
                    155,                0.83088,                0.56046,                0.91496,                0.57235,                 0.6925,                0.64702,                0.32253,                 1.6974,                 1.4209,                 1.6729,              0.0011587,              0.0011587,              0.0011587
                    156,                0.75131,                0.55984,                0.92023,                0.55593,                0.67875,                0.62143,                0.32828,                 1.5898,                 1.3647,                 1.5908,              0.0011554,              0.0011554,              0.0011554
                    157,                0.80357,                 0.5779,                0.97583,                 0.5698,                0.61434,                0.58409,                0.30792,                 1.6013,                 1.4801,                 1.6108,              0.0011521,              0.0011521,              0.0011521
                    158,                0.83157,                0.55348,                0.94431,                0.51156,                0.63625,                0.54363,                0.28605,                  1.615,                 1.5603,                 1.6257,              0.0011488,              0.0011488,              0.0011488
                    159,                0.74442,                0.47807,                0.93502,                0.50942,                 0.6675,                0.53072,                 0.2737,                 1.6424,                 1.5463,                 1.6668,              0.0011455,              0.0011455,              0.0011455
                    160,                0.79601,                0.50417,                0.96388,                0.49072,                 0.7525,                0.55299,                0.27928,                 1.6305,                 1.4264,                 1.6532,              0.0011422,              0.0011422,              0.0011422
                    161,                0.79573,                0.53444,                 0.9414,                0.57126,                0.68125,                0.60313,                0.31699,                 1.6167,                 1.3909,                 1.6215,              0.0011389,              0.0011389,              0.0011389
                    162,                0.76397,                0.53082,                0.93117,                 0.5738,                0.72684,                0.64045,                0.33947,                 1.6129,                 1.3302,                 1.6007,              0.0011356,              0.0011356,              0.0011356
                    163,                0.80411,                0.58718,                0.92674,                0.55535,                 0.7325,                0.65216,                0.35233,                 1.6215,                 1.2894,                 1.5592,              0.0011323,              0.0011323,              0.0011323
                    164,                0.78979,                 0.5058,                 0.9236,                0.63979,                0.75161,                0.70909,                0.35742,                 1.6999,                 1.3172,                  1.672,               0.001129,               0.001129,               0.001129
                    165,                0.78002,                0.53213,                0.90768,                0.64388,                0.76734,                 0.7114,                0.36153,                 1.6955,                  1.326,                  1.703,              0.0011257,              0.0011257,              0.0011257
                    166,                0.75457,                0.49556,                0.93018,                0.64599,                0.76711,                 0.7268,                   0.36,                 1.6581,                 1.2296,                 1.6905,              0.0011224,              0.0011224,              0.0011224
                    167,                0.75827,                0.48836,                0.94123,                0.68482,                0.77115,                0.72292,                0.35425,                 1.6945,                 1.1581,                 1.7293,              0.0011191,              0.0011191,              0.0011191
